,product_id,product_type,product_name,size,colour,price,quantity_available_product,description,customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,order_id,payment,order_date,delivery_date,sales_id,price_per_unit,quantity_product_sales,total_price,min_discount_per_product,profit_per_product,profit_per_product (dollar),total_profit (dollars)
225,683,Jacket,Parka,L,green,119,55,"A green coloured, L sized, Parka Jacket",620,Phillipe Gatecliffe,Male,35,150 Nate LoopApt. 614,902,Jettstad,Australian Capital Territory,Australia,48,31712,2021-4-16,2021-04-23,225,113,3,339,5.04%,0.0%,0,0
226,40,Shirt,Dress,XS,orange,119,58,"A orange coloured, XS sized, Dress Shirt",336,Julian Sponer,Male,35,745 Jack CourtApt. 737,3647,Port Madison,Australian Capital Territory,Australia,49,24219,2021-1-22,2021-02-13,226,104,3,312,12.61%,0.0%,0,0
227,1044,Trousers,Relaxed Leg,XL,indigo,95,58,"A indigo coloured, XL sized, Relaxed Leg Trousers",336,Julian Sponer,Male,35,745 Jack CourtApt. 737,3647,Port Madison,Australian Capital Territory,Australia,49,24219,2021-1-22,2021-02-13,227,90,2,180,5.26%,0.0%,0,0
228,773,Jacket,Pullover,L,red,114,69,"A red coloured, L sized, Pullover Jacket",336,Julian Sponer,Male,35,745 Jack CourtApt. 737,3647,Port Madison,Australian Capital Territory,Australia,49,24219,2021-1-22,2021-02-13,228,91,1,91,20.18%,0.0%,0,0
229,457,Jacket,Puffer,M,red,110,62,"A red coloured, M sized, Puffer Jacket",454,Abey Bampforth,Genderfluid,28,3543 Jack GroveApt. 595,3276,Port Isabellafurt,New South Wales,Australia,50,50310,2021-9-16,2021-09-18,229,118,3,354,0.0%,7.27%,8,24
230,339,Shirt,Mandarin Collar,XL,blue,108,71,"A blue coloured, XL sized, Mandarin Collar Shirt",454,Abey Bampforth,Genderfluid,28,3543 Jack GroveApt. 595,3276,Port Isabellafurt,New South Wales,Australia,50,50310,2021-9-16,2021-09-18,230,109,1,109,0.0%,0.93%,1,1
231,1098,Trousers,Cropped,L,yellow,99,60,"A yellow coloured, L sized, Cropped Trousers",454,Abey Bampforth,Genderfluid,28,3543 Jack GroveApt. 595,3276,Port Isabellafurt,New South Wales,Australia,50,50310,2021-9-16,2021-09-18,231,115,3,345,0.0%,16.16%,16,48
232,1051,Trousers,Joggers,S,red,94,71,"A red coloured, S sized, Joggers Trousers",454,Abey Bampforth,Genderfluid,28,3543 Jack GroveApt. 595,3276,Port Isabellafurt,New South Wales,Australia,50,50310,2021-9-16,2021-09-18,232,93,2,186,1.06%,0.0%,0,0
233,1033,Trousers,Relaxed Leg,L,green,95,62,"A green coloured, L sized, Relaxed Leg Trousers",454,Abey Bampforth,Genderfluid,28,3543 Jack GroveApt. 595,3276,Port Isabellafurt,New South Wales,Australia,50,50310,2021-9-16,2021-09-18,233,90,3,270,5.26%,0.0%,0,0
234,429,Jacket,Denim,XL,orange,92,79,"A orange coloured, XL sized, Denim Jacket",454,Abey Bampforth,Genderfluid,28,3543 Jack GroveApt. 595,3276,Port Isabellafurt,New South Wales,Australia,50,50310,2021-9-16,2021-09-18,234,107,1,107,0.0%,16.3%,15,15
235,668,Jacket,Parka,L,red,119,73,"A red coloured, L sized, Parka Jacket",399,Ailene McKeller,Agender,46,9444 Casper RidgeApt. 537,8209,South Logan,Western Australia,Australia,51,18423,2021-2-19,2021-02-26,235,113,1,113,5.04%,0.0%,0,0
236,968,Trousers,Slim-Fit,L,blue,119,49,"A blue coloured, L sized, Slim-Fit Trousers",399,Ailene McKeller,Agender,46,9444 Casper RidgeApt. 537,8209,South Logan,Western Australia,Australia,51,18423,2021-2-19,2021-02-26,236,97,3,291,18.49%,0.0%,0,0
237,1071,Trousers,Joggers,S,blue,94,50,"A blue coloured, S sized, Joggers Trousers",399,Ailene McKeller,Agender,46,9444 Casper RidgeApt. 537,8209,South Logan,Western Australia,Australia,51,18423,2021-2-19,2021-02-26,237,93,2,186,1.06%,0.0%,0,0
238,491,Jacket,Windbreaker,S,red,109,54,"A red coloured, S sized, Windbreaker Jacket",493,Andrew Renn,Bigender,63,761 Mckenzie BoulevardSuite 489,1696,Port Natalie,Victoria,Australia,52,32155,2021-10-6,2021-10-29,238,102,3,306,6.42%,0.0%,0,0
239,1101,Trousers,Cropped,S,green,99,71,"A green coloured, S sized, Cropped Trousers",493,Andrew Renn,Bigender,63,761 Mckenzie BoulevardSuite 489,1696,Port Natalie,Victoria,Australia,52,32155,2021-10-6,2021-10-29,239,115,3,345,0.0%,16.16%,16,48
240,1141,Trousers,Cargo Pants,S,blue,106,63,"A blue coloured, S sized, Cargo Pants Trousers",493,Andrew Renn,Bigender,63,761 Mckenzie BoulevardSuite 489,1696,Port Natalie,Victoria,Australia,52,32155,2021-10-6,2021-10-29,240,102,1,102,3.77%,0.0%,0,0
241,14,Shirt,Oxford Cloth,XL,yellow,114,50,"A yellow coloured, XL sized, Oxford Cloth Shirt",493,Andrew Renn,Bigender,63,761 Mckenzie BoulevardSuite 489,1696,Port Natalie,Victoria,Australia,52,32155,2021-10-6,2021-10-29,241,96,2,192,15.79%,0.0%,0,0
242,825,Jacket,Shearling,XS,blue,95,62,"A blue coloured, XS sized, Shearling Jacket",528,Cad Dominichetti,Non-binary,63,556 Jacobson PlaceApt. 974,1126,Lake Madelineton,Western Australia,Australia,53,10517,2021-4-22,2021-05-02,242,117,3,351,0.0%,23.16%,22,66
243,56,Shirt,Dress,S,blue,119,46,"A blue coloured, S sized, Dress Shirt",528,Cad Dominichetti,Non-binary,63,556 Jacobson PlaceApt. 974,1126,Lake Madelineton,Western Australia,Australia,53,10517,2021-4-22,2021-05-02,243,104,1,104,12.61%,0.0%,0,0
244,92,Shirt,Flannel,M,blue,96,73,"A blue coloured, M sized, Flannel Shirt",528,Cad Dominichetti,Non-binary,63,556 Jacobson PlaceApt. 974,1126,Lake Madelineton,Western Australia,Australia,53,10517,2021-4-22,2021-05-02,244,118,1,118,0.0%,22.92%,22,22
245,843,Trousers,Chinos,L,red,100,44,"A red coloured, L sized, Chinos Trousers",195,Tobye De Caville,Genderfluid,72,987 Charlotte MewsApt. 591,6036,West Baileyville,New South Wales,Australia,54,13681,2021-4-25,2021-05-17,245,113,2,226,0.0%,13.0%,13,26
246,974,Trousers,Slim-Fit,XL,indigo,119,66,"A indigo coloured, XL sized, Slim-Fit Trousers",195,Tobye De Caville,Genderfluid,72,987 Charlotte MewsApt. 591,6036,West Baileyville,New South Wales,Australia,54,13681,2021-4-25,2021-05-17,246,97,2,194,18.49%,0.0%,0,0
247,268,Shirt,Polo,L,blue,117,77,"A blue coloured, L sized, Polo Shirt",195,Tobye De Caville,Genderfluid,72,987 Charlotte MewsApt. 591,6036,West Baileyville,New South Wales,Australia,54,13681,2021-4-25,2021-05-17,247,95,1,95,18.8%,0.0%,0,0
248,512,Jacket,Windbreaker,M,blue,109,70,"A blue coloured, M sized, Windbreaker Jacket",195,Tobye De Caville,Genderfluid,72,987 Charlotte MewsApt. 591,6036,West Baileyville,New South Wales,Australia,54,13681,2021-4-25,2021-05-17,248,102,2,204,6.42%,0.0%,0,0
249,717,Jacket,Trench Coat,M,green,112,67,"A green coloured, M sized, Trench Coat Jacket",873,Cecilla Pigford,Non-binary,38,5538 Jett MallSuite 854,5510,Samanthatown,Western Australia,Australia,55,55650,2021-4-8,2021-04-25,249,119,1,119,0.0%,6.25%,7,7
250,1061,Trousers,Joggers,S,yellow,94,76,"A yellow coloured, S sized, Joggers Trousers",587,Carmita Grundey,Agender,35,985 Ethan AvenueSuite 122,3174,East Declanside,Queensland,Australia,56,17149,2021-1-23,2021-02-18,250,93,1,93,1.06%,0.0%,0,0
251,879,Trousers,Cords,XL,red,113,80,"A red coloured, XL sized, Cords Trousers",587,Carmita Grundey,Agender,35,985 Ethan AvenueSuite 122,3174,East Declanside,Queensland,Australia,56,17149,2021-1-23,2021-02-18,251,94,3,282,16.81%,0.0%,0,0
252,469,Jacket,Puffer,XL,yellow,110,65,"A yellow coloured, XL sized, Puffer Jacket",587,Carmita Grundey,Agender,35,985 Ethan AvenueSuite 122,3174,East Declanside,Queensland,Australia,56,17149,2021-1-23,2021-02-18,252,118,1,118,0.0%,7.27%,8,8
253,610,Jacket,Cardigan,XS,green,118,40,"A green coloured, XS sized, Cardigan Jacket",587,Carmita Grundey,Agender,35,985 Ethan AvenueSuite 122,3174,East Declanside,Queensland,Australia,56,17149,2021-1-23,2021-02-18,253,112,3,336,5.08%,0.0%,0,0
254,968,Trousers,Slim-Fit,L,blue,119,49,"A blue coloured, L sized, Slim-Fit Trousers",587,Carmita Grundey,Agender,35,985 Ethan AvenueSuite 122,3174,East Declanside,Queensland,Australia,56,17149,2021-1-23,2021-02-18,254,97,2,194,18.49%,0.0%,0,0
255,1078,Trousers,Joggers,L,indigo,94,42,"A indigo coloured, L sized, Joggers Trousers",163,Harrietta Burchatt,Genderfluid,20,8125 Durgan BoulevardSuite 068,9458,Port Elliechester,Australian Capital Territory,Australia,57,41495,2021-2-27,2021-03-13,255,93,2,186,1.06%,0.0%,0,0
256,1148,Trousers,Cargo Pants,L,indigo,106,46,"A indigo coloured, L sized, Cargo Pants Trousers",163,Harrietta Burchatt,Genderfluid,20,8125 Durgan BoulevardSuite 068,9458,Port Elliechester,Australian Capital Territory,Australia,57,41495,2021-2-27,2021-03-13,256,102,3,306,3.77%,0.0%,0,0
257,808,Jacket,Shearling,L,red,95,40,"A red coloured, L sized, Shearling Jacket",163,Harrietta Burchatt,Genderfluid,20,8125 Durgan BoulevardSuite 068,9458,Port Elliechester,Australian Capital Territory,Australia,57,41495,2021-2-27,2021-03-13,257,117,1,117,0.0%,23.16%,22,22
258,1073,Trousers,Joggers,L,blue,94,75,"A blue coloured, L sized, Joggers Trousers",332,Carla Walework,Male,75,011 Hamilton PlaceSuite 215,5702,East George,Northern Territory,Australia,58,42861,2021-2-2,2021-02-10,258,93,3,279,1.06%,0.0%,0,0
259,883,Trousers,Cords,L,orange,113,74,"A orange coloured, L sized, Cords Trousers",332,Carla Walework,Male,75,011 Hamilton PlaceSuite 215,5702,East George,Northern Territory,Australia,58,42861,2021-2-2,2021-02-10,259,94,2,188,16.81%,0.0%,0,0
260,928,Trousers,Drawstring,L,green,104,43,"A green coloured, L sized, Drawstring Trousers",843,Sheela Dovey,Genderqueer,23,201 Anthony TerraceSuite 543,6272,Lake Addisonland,South Australia,Australia,59,21858,2021-1-31,2021-02-27,260,96,1,96,7.69%,0.0%,0,0
261,682,Jacket,Parka,M,green,119,71,"A green coloured, M sized, Parka Jacket",843,Sheela Dovey,Genderqueer,23,201 Anthony TerraceSuite 543,6272,Lake Addisonland,South Australia,Australia,59,21858,2021-1-31,2021-02-27,261,113,2,226,5.04%,0.0%,0,0
262,786,Jacket,Pullover,S,green,114,69,"A green coloured, S sized, Pullover Jacket",843,Sheela Dovey,Genderqueer,23,201 Anthony TerraceSuite 543,6272,Lake Addisonland,South Australia,Australia,59,21858,2021-1-31,2021-02-27,262,91,1,91,20.18%,0.0%,0,0
263,1054,Trousers,Joggers,XL,red,94,58,"A red coloured, XL sized, Joggers Trousers",301,Elga Corgenvin,Non-binary,47,0462 Fisher TrackSuite 627,9359,New Sienna,South Australia,Australia,60,31491,2021-2-5,2021-02-28,263,93,2,186,1.06%,0.0%,0,0
264,926,Trousers,Drawstring,S,green,104,73,"A green coloured, S sized, Drawstring Trousers",301,Elga Corgenvin,Non-binary,47,0462 Fisher TrackSuite 627,9359,New Sienna,South Australia,Australia,60,31491,2021-2-5,2021-02-28,264,96,1,96,7.69%,0.0%,0,0
265,590,Jacket,Bomber,XS,violet,90,75,"A violet coloured, XS sized, Bomber Jacket",301,Elga Corgenvin,Non-binary,47,0462 Fisher TrackSuite 627,9359,New Sienna,South Australia,Australia,60,31491,2021-2-5,2021-02-28,265,100,1,100,0.0%,11.11%,10,10
266,203,Shirt,Camp Collared,L,indigo,112,72,"A indigo coloured, L sized, Camp Collared Shirt",301,Elga Corgenvin,Non-binary,47,0462 Fisher TrackSuite 627,9359,New Sienna,South Australia,Australia,60,31491,2021-2-5,2021-02-28,266,98,3,294,12.5%,0.0%,0,0
267,913,Trousers,Drawstring,L,red,104,73,"A red coloured, L sized, Drawstring Trousers",301,Elga Corgenvin,Non-binary,47,0462 Fisher TrackSuite 627,9359,New Sienna,South Australia,Australia,60,31491,2021-2-5,2021-02-28,267,96,1,96,7.69%,0.0%,0,0
268,451,Jacket,Denim,S,violet,92,73,"A violet coloured, S sized, Denim Jacket",301,Elga Corgenvin,Non-binary,47,0462 Fisher TrackSuite 627,9359,New Sienna,South Australia,Australia,60,31491,2021-2-5,2021-02-28,268,107,3,321,0.0%,16.3%,15,45
269,1163,Trousers,High-Waisted,L,orange,98,78,"A orange coloured, L sized, High-Waisted Trousers",158,Ann-marie Sinden,Genderqueer,33,017 Doherty DriveSuite 350,58,Johnschester,New South Wales,Australia,61,42290,2021-4-16,2021-04-28,269,99,1,99,0.0%,1.02%,1,1
270,210,Shirt,Chambray,XS,red,105,48,"A red coloured, XS sized, Chambray Shirt",158,Ann-marie Sinden,Genderqueer,33,017 Doherty DriveSuite 350,58,Johnschester,New South Wales,Australia,61,42290,2021-4-16,2021-04-28,270,106,1,106,0.0%,0.95%,1,1
271,1180,Trousers,High-Waisted,XS,indigo,98,47,"A indigo coloured, XS sized, High-Waisted Trousers",158,Ann-marie Sinden,Genderqueer,33,017 Doherty DriveSuite 350,58,Johnschester,New South Wales,Australia,61,42290,2021-4-16,2021-04-28,271,99,1,99,0.0%,1.02%,1,1
272,710,Jacket,Trench Coat,XS,yellow,112,78,"A yellow coloured, XS sized, Trench Coat Jacket",158,Ann-marie Sinden,Genderqueer,33,017 Doherty DriveSuite 350,58,Johnschester,New South Wales,Australia,61,42290,2021-4-16,2021-04-28,272,119,3,357,0.0%,6.25%,7,21
273,316,Shirt,Mandarin Collar,S,red,108,48,"A red coloured, S sized, Mandarin Collar Shirt",158,Ann-marie Sinden,Genderqueer,33,017 Doherty DriveSuite 350,58,Johnschester,New South Wales,Australia,61,42290,2021-4-16,2021-04-28,273,109,2,218,0.0%,0.93%,1,2
274,1045,Trousers,Relaxed Leg,XS,violet,95,49,"A violet coloured, XS sized, Relaxed Leg Trousers",93,Law Foker,Genderfluid,66,4715 Hand View RdSuite 955,4739,Colestad,Queensland,Australia,62,37952,2021-7-30,2021-08-13,274,90,2,180,5.26%,0.0%,0,0
275,1192,Trousers,Pleated,M,red,90,40,"A red coloured, M sized, Pleated Trousers",93,Law Foker,Genderfluid,66,4715 Hand View RdSuite 955,4739,Colestad,Queensland,Australia,62,37952,2021-7-30,2021-08-13,275,105,2,210,0.0%,16.67%,15,30
276,327,Shirt,Mandarin Collar,M,yellow,108,58,"A yellow coloured, M sized, Mandarin Collar Shirt",556,Nessy Kildea,Genderfluid,61,9398 Schneider RidgeSuite 818,3140,West Kai,South Australia,Australia,63,27577,2021-2-11,2021-03-08,276,109,3,327,0.0%,0.93%,1,3
277,975,Trousers,Slim-Fit,XS,violet,119,70,"A violet coloured, XS sized, Slim-Fit Trousers",556,Nessy Kildea,Genderfluid,61,9398 Schneider RidgeSuite 818,3140,West Kai,South Australia,Australia,63,27577,2021-2-11,2021-03-08,277,97,2,194,18.49%,0.0%,0,0
278,360,Shirt,Henley,XS,yellow,92,42,"A yellow coloured, XS sized, Henley Shirt",556,Nessy Kildea,Genderfluid,61,9398 Schneider RidgeSuite 818,3140,West Kai,South Australia,Australia,63,27577,2021-2-11,2021-03-08,278,94,2,188,0.0%,2.17%,2,4
279,208,Shirt,Camp Collared,L,violet,112,42,"A violet coloured, L sized, Camp Collared Shirt",556,Nessy Kildea,Genderfluid,61,9398 Schneider RidgeSuite 818,3140,West Kai,South Australia,Australia,63,27577,2021-2-11,2021-03-08,279,98,1,98,12.5%,0.0%,0,0
280,801,Jacket,Pullover,S,violet,114,74,"A violet coloured, S sized, Pullover Jacket",167,Alayne Ipplett,Agender,34,1952 Collins StreetSuite 930,6902,Ellieshire,Australian Capital Territory,Australia,64,23668,2021-1-24,2021-02-15,280,91,2,182,20.18%,0.0%,0,0
281,623,Jacket,Cardigan,L,indigo,118,40,"A indigo coloured, L sized, Cardigan Jacket",167,Alayne Ipplett,Agender,34,1952 Collins StreetSuite 930,6902,Ellieshire,Australian Capital Territory,Australia,64,23668,2021-1-24,2021-02-15,281,112,2,224,5.08%,0.0%,0,0
282,1012,Trousers,Wool,M,violet,111,51,"A violet coloured, M sized, Wool Trousers",167,Alayne Ipplett,Agender,34,1952 Collins StreetSuite 930,6902,Ellieshire,Australian Capital Territory,Australia,64,23668,2021-1-24,2021-02-15,282,106,1,106,4.5%,0.0%,0,0
283,680,Jacket,Parka,XS,green,119,75,"A green coloured, XS sized, Parka Jacket",167,Alayne Ipplett,Agender,34,1952 Collins StreetSuite 930,6902,Ellieshire,Australian Capital Territory,Australia,64,23668,2021-1-24,2021-02-15,283,113,2,226,5.04%,0.0%,0,0
284,1184,Trousers,High-Waisted,XL,indigo,98,57,"A indigo coloured, XL sized, High-Waisted Trousers",388,Dame Popov,Genderfluid,38,46 Spencer MeadowSuite 241,2940,New Mayaburgh,Northern Territory,Australia,65,22051,2021-6-26,2021-07-22,284,99,3,297,0.0%,1.02%,1,3
285,744,Jacket,Peacoat,XL,orange,102,69,"A orange coloured, XL sized, Peacoat Jacket",388,Dame Popov,Genderfluid,38,46 Spencer MeadowSuite 241,2940,New Mayaburgh,Northern Territory,Australia,65,22051,2021-6-26,2021-07-22,285,109,3,327,0.0%,6.86%,7,21
286,947,Trousers,Slim-Fit,M,red,119,67,"A red coloured, M sized, Slim-Fit Trousers",631,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,66,42774,2021-8-14,2021-08-22,286,97,3,291,18.49%,0.0%,0,0
287,847,Trousers,Chinos,M,orange,100,73,"A orange coloured, M sized, Chinos Trousers",631,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,66,42774,2021-8-14,2021-08-22,287,113,1,113,0.0%,13.0%,13,13
288,810,Jacket,Shearling,XS,orange,95,54,"A orange coloured, XS sized, Shearling Jacket",631,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,66,42774,2021-8-14,2021-08-22,288,117,3,351,0.0%,23.16%,22,66
289,465,Jacket,Puffer,XS,yellow,110,55,"A yellow coloured, XS sized, Puffer Jacket",631,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,66,42774,2021-8-14,2021-08-22,289,118,2,236,0.0%,7.27%,8,16
290,125,Shirt,Denim,XS,blue,115,76,"A blue coloured, XS sized, Denim Shirt",631,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,66,42774,2021-8-14,2021-08-22,290,92,2,184,20.0%,0.0%,0,0
291,728,Jacket,Trench Coat,L,indigo,112,71,"A indigo coloured, L sized, Trench Coat Jacket",631,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,66,42774,2021-8-14,2021-08-22,291,119,1,119,0.0%,6.25%,7,7
292,901,Trousers,Cords,S,indigo,113,60,"A indigo coloured, S sized, Cords Trousers",631,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,66,42774,2021-8-14,2021-08-22,292,94,2,188,16.81%,0.0%,0,0
293,672,Jacket,Parka,M,orange,119,51,"A orange coloured, M sized, Parka Jacket",631,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,66,42774,2021-8-14,2021-08-22,293,113,2,226,5.04%,0.0%,0,0
294,163,Shirt,Linen,L,blue,116,70,"A blue coloured, L sized, Linen Shirt",631,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,66,42774,2021-8-14,2021-08-22,294,91,3,273,21.55%,0.0%,0,0
295,942,Trousers,Drawstring,M,violet,104,73,"A violet coloured, M sized, Drawstring Trousers",631,Wanids Cudby,Female,49,80 Chelsea KnollApt. 014,7749,Davidfurt,Northern Territory,Australia,66,42774,2021-8-14,2021-08-22,295,96,1,96,7.69%,0.0%,0,0
296,1038,Trousers,Relaxed Leg,L,blue,95,61,"A blue coloured, L sized, Relaxed Leg Trousers",504,Marilyn Rontree,Genderqueer,56,9100 Kovacek GroveSuite 577,2384,Emilymouth,Northern Territory,Australia,67,52694,2021-5-22,2021-06-17,296,90,2,180,5.26%,0.0%,0,0
297,798,Jacket,Pullover,L,indigo,114,50,"A indigo coloured, L sized, Pullover Jacket",504,Marilyn Rontree,Genderqueer,56,9100 Kovacek GroveSuite 577,2384,Emilymouth,Northern Territory,Australia,67,52694,2021-5-22,2021-06-17,297,91,2,182,20.18%,0.0%,0,0
298,453,Jacket,Denim,L,violet,92,50,"A violet coloured, L sized, Denim Jacket",504,Marilyn Rontree,Genderqueer,56,9100 Kovacek GroveSuite 577,2384,Emilymouth,Northern Territory,Australia,67,52694,2021-5-22,2021-06-17,298,107,2,214,0.0%,16.3%,15,30
299,64,Shirt,Dress,XL,indigo,119,75,"A indigo coloured, XL sized, Dress Shirt",180,Nelli Engall,Genderfluid,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,68,20552,2021-2-12,2021-02-18,299,104,1,104,12.61%,0.0%,0,0
300,436,Jacket,Denim,S,green,92,49,"A green coloured, S sized, Denim Jacket",180,Nelli Engall,Genderfluid,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,68,20552,2021-2-12,2021-02-18,300,107,2,214,0.0%,16.3%,15,30
301,1029,Trousers,Relaxed Leg,XL,yellow,95,54,"A yellow coloured, XL sized, Relaxed Leg Trousers",180,Nelli Engall,Genderfluid,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,68,20552,2021-2-12,2021-02-18,301,90,1,90,5.26%,0.0%,0,0
302,78,Shirt,Flannel,L,orange,96,59,"A orange coloured, L sized, Flannel Shirt",180,Nelli Engall,Genderfluid,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,68,20552,2021-2-12,2021-02-18,302,118,1,118,0.0%,22.92%,22,22
303,103,Shirt,Flannel,L,violet,96,76,"A violet coloured, L sized, Flannel Shirt",96,Garvy Davioud,Genderfluid,41,461 Nader LaneApt. 460,2012,Hudsontown,New South Wales,Australia,69,40619,2021-3-8,2021-03-28,303,118,1,118,0.0%,22.92%,22,22
304,175,Shirt,Camp Collared,XS,red,112,77,"A red coloured, XS sized, Camp Collared Shirt",96,Garvy Davioud,Genderfluid,41,461 Nader LaneApt. 460,2012,Hudsontown,New South Wales,Australia,69,40619,2021-3-8,2021-03-28,304,98,3,294,12.5%,0.0%,0,0
305,1059,Trousers,Joggers,XL,orange,94,44,"A orange coloured, XL sized, Joggers Trousers",96,Garvy Davioud,Genderfluid,41,461 Nader LaneApt. 460,2012,Hudsontown,New South Wales,Australia,69,40619,2021-3-8,2021-03-28,305,93,1,93,1.06%,0.0%,0,0
306,1210,Trousers,Pleated,XS,blue,90,62,"A blue coloured, XS sized, Pleated Trousers",96,Garvy Davioud,Genderfluid,41,461 Nader LaneApt. 460,2012,Hudsontown,New South Wales,Australia,69,40619,2021-3-8,2021-03-28,306,105,2,210,0.0%,16.67%,15,30
307,817,Jacket,Shearling,M,yellow,95,60,"A yellow coloured, M sized, Shearling Jacket",96,Garvy Davioud,Genderfluid,41,461 Nader LaneApt. 460,2012,Hudsontown,New South Wales,Australia,69,40619,2021-3-8,2021-03-28,307,117,2,234,0.0%,23.16%,22,44
308,616,Jacket,Cardigan,S,blue,118,53,"A blue coloured, S sized, Cardigan Jacket",96,Garvy Davioud,Genderfluid,41,461 Nader LaneApt. 460,2012,Hudsontown,New South Wales,Australia,69,40619,2021-3-8,2021-03-28,308,112,3,336,5.08%,0.0%,0,0
309,593,Jacket,Bomber,L,violet,90,68,"A violet coloured, L sized, Bomber Jacket",802,Amaleta Beange,Female,72,26 Martin RoadSuite 393,749,Imogenmouth,Northern Territory,Australia,70,11279,2021-5-15,2021-05-26,309,100,1,100,0.0%,11.11%,10,10
310,1100,Trousers,Cropped,XS,green,99,48,"A green coloured, XS sized, Cropped Trousers",795,Berri O' Clovan,Agender,49,487 Summer MewsApt. 874,1712,East Hayden,Australian Capital Territory,Australia,71,20283,2021-2-14,2021-02-16,310,115,1,115,0.0%,16.16%,16,16
311,230,Shirt,Chambray,XS,blue,105,76,"A blue coloured, XS sized, Chambray Shirt",795,Berri O' Clovan,Agender,49,487 Summer MewsApt. 874,1712,East Hayden,Australian Capital Territory,Australia,71,20283,2021-2-14,2021-02-16,311,106,2,212,0.0%,0.95%,1,2
312,1028,Trousers,Relaxed Leg,L,yellow,95,65,"A yellow coloured, L sized, Relaxed Leg Trousers",610,Sadye Pes,Agender,31,0986 Mccullough MewsSuite 467,320,New Jayden,Tasmania,Australia,72,40072,2021-3-13,2021-03-16,312,90,2,180,5.26%,0.0%,0,0
313,548,Jacket,Leather,L,blue,113,62,"A blue coloured, L sized, Leather Jacket",610,Sadye Pes,Agender,31,0986 Mccullough MewsSuite 467,320,New Jayden,Tasmania,Australia,72,40072,2021-3-13,2021-03-16,313,98,2,196,13.27%,0.0%,0,0
314,71,Shirt,Flannel,S,red,96,59,"A red coloured, S sized, Flannel Shirt",610,Sadye Pes,Agender,31,0986 Mccullough MewsSuite 467,320,New Jayden,Tasmania,Australia,72,40072,2021-3-13,2021-03-16,314,118,2,236,0.0%,22.92%,22,44
315,596,Jacket,Cardigan,S,red,118,47,"A red coloured, S sized, Cardigan Jacket",610,Sadye Pes,Agender,31,0986 Mccullough MewsSuite 467,320,New Jayden,Tasmania,Australia,72,40072,2021-3-13,2021-03-16,315,112,2,224,5.08%,0.0%,0,0
316,467,Jacket,Puffer,M,yellow,110,44,"A yellow coloured, M sized, Puffer Jacket",965,Terri Lunny,Bigender,75,4627 Paige KnollApt. 635,5542,New Callumtown,Western Australia,Australia,73,16715,2021-7-24,2021-08-19,316,118,3,354,0.0%,7.27%,8,24
317,1135,Trousers,Cargo Pants,XS,green,106,63,"A green coloured, XS sized, Cargo Pants Trousers",965,Terri Lunny,Bigender,75,4627 Paige KnollApt. 635,5542,New Callumtown,Western Australia,Australia,73,16715,2021-7-24,2021-08-19,317,102,1,102,3.77%,0.0%,0,0
318,1014,Trousers,Wool,XL,violet,111,40,"A violet coloured, XL sized, Wool Trousers",965,Terri Lunny,Bigender,75,4627 Paige KnollApt. 635,5542,New Callumtown,Western Australia,Australia,73,16715,2021-7-24,2021-08-19,318,106,1,106,4.5%,0.0%,0,0
319,1188,Trousers,High-Waisted,L,violet,98,68,"A violet coloured, L sized, High-Waisted Trousers",965,Terri Lunny,Bigender,75,4627 Paige KnollApt. 635,5542,New Callumtown,Western Australia,Australia,73,16715,2021-7-24,2021-08-19,319,99,3,297,0.0%,1.02%,1,3
320,70,Shirt,Flannel,XS,red,96,42,"A red coloured, XS sized, Flannel Shirt",965,Terri Lunny,Bigender,75,4627 Paige KnollApt. 635,5542,New Callumtown,Western Australia,Australia,73,16715,2021-7-24,2021-08-19,320,118,2,236,0.0%,22.92%,22,44
321,507,Jacket,Windbreaker,M,green,109,63,"A green coloured, M sized, Windbreaker Jacket",391,Reed Churchlow,Male,75,4592 Isabella BoulevardApt. 793,7524,North Sophieland,Australian Capital Territory,Australia,74,39655,2021-2-23,2021-02-27,321,102,2,204,6.42%,0.0%,0,0
